time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150724:1909,0.0,0.0,0.0,0.0,26.33,1.22,0.0
20150724:2009,0.0,0.0,0.0,0.0,25.91,1.04,0.0
20150724:2109,0.0,0.0,0.0,0.0,25.49,0.87,0.0
20150724:2209,0.0,0.0,0.0,0.0,25.48,0.95,0.0
20150724:2309,0.0,0.0,0.0,0.0,25.48,1.03,0.0
20150725:0009,0.0,0.0,0.0,0.0,25.47,1.12,0.0
20150725:0109,0.0,0.0,0.0,0.0,24.94,0.89,0.0
20150725:0209,0.0,0.0,0.0,0.0,24.41,0.67,0.0
20150725:0309,0.0,0.0,0.0,0.0,23.87,0.44,0.0
20150725:0409,18.0,51.0,0.0,7.93,24.49,0.37,0.0
20150725:0509,157.0,104.0,0.0,19.37,25.11,0.3,0.0
20150725:0609,333.0,130.0,0.0,31.12,25.72,0.23,0.0
20150725:0709,493.0,151.0,0.0,42.92,26.48,0.93,0.0
20150725:0809,653.0,150.0,0.0,54.37,27.25,1.63,0.0
20150725:0909,753.0,156.0,0.0,64.6,28.01,2.33,0.0
20150725:1009,788.0,167.0,0.0,71.17,28.42,2.67,0.0
20150725:1109,780.0,167.0,0.0,69.91,28.84,3.0,0.0
20150725:1209,743.0,146.0,0.0,61.89,29.25,3.34,0.0
20150725:1309,627.0,141.0,0.0,51.16,28.96,3.56,0.0
20150725:1409,450.0,146.0,0.0,39.55,28.66,3.78,0.0
20150725:1509,297.0,116.0,0.0,27.73,28.36,4.0,0.0
20150725:1609,125.0,87.0,0.0,16.04,28.08,3.05,0.0
20150725:1709,16.0,23.91,0.0,4.74,27.8,2.11,0.0
20150725:1809,0.0,0.0,0.0,0.0,27.51,1.16,0.0
20150725:1909,0.0,0.0,0.0,0.0,27.21,0.9,0.0
20150725:2009,0.0,0.0,0.0,0.0,26.92,0.64,0.0
20150725:2109,0.0,0.0,0.0,0.0,26.62,0.39,0.0
20150725:2209,0.0,0.0,0.0,0.0,26.44,0.6,0.0
20150725:2309,0.0,0.0,0.0,0.0,26.27,0.81,0.0
20150726:0009,0.0,0.0,0.0,0.0,26.09,1.02,0.0
20150726:0109,0.0,0.0,0.0,0.0,25.65,0.87,0.0
20150726:0209,0.0,0.0,0.0,0.0,25.21,0.73,0.0
20150726:0309,0.0,0.0,0.0,0.0,24.76,0.58,0.0
20150726:0409,9.0,49.0,0.0,7.79,25.34,0.6,0.0
20150726:0509,123.0,120.0,0.0,19.24,25.92,0.62,0.0
20150726:0609,297.0,150.0,0.0,31.0,26.5,0.63,0.0
20150726:0709,466.0,167.0,0.0,42.8,27.28,1.21,0.0
20150726:0809,629.0,164.0,0.0,54.23,28.05,1.78,0.0
20150726:0909,726.0,172.0,0.0,64.43,28.83,2.36,0.0
20150726:1009,759.0,185.0,0.0,70.95,28.84,2.54,0.0
20150726:1109,765.0,175.0,0.0,69.71,28.86,2.72,0.0
20150726:1209,691.0,178.0,0.0,61.73,28.87,2.9,0.0
20150726:1309,563.0,180.0,0.0,51.03,28.58,2.98,0.0
20150726:1409,449.0,145.0,0.0,39.43,28.28,3.07,0.0
20150726:1509,280.0,125.0,0.0,27.61,27.98,3.16,0.0
20150726:1609,124.0,86.0,0.0,15.92,27.91,2.37,0.0
20150726:1709,13.0,23.7,0.0,4.61,27.84,1.58,0.0
20150726:1809,0.0,0.0,0.0,0.0,27.77,0.79,0.0
20150726:1909,0.0,0.0,0.0,0.0,27.56,1.01,0.0
20150726:2009,0.0,0.0,0.0,0.0,27.34,1.24,0.0
20150726:2109,0.0,0.0,0.0,0.0,27.13,1.46,0.0
20150726:2209,0.0,0.0,0.0,0.0,26.96,1.38,0.0
20150726:2309,0.0,0.0,0.0,0.0,26.79,1.31,0.0
20150727:0009,0.0,0.0,0.0,0.0,26.62,1.23,0.0
20150727:0109,0.0,0.0,0.0,0.0,26.32,1.35,0.0
20150727:0209,0.0,0.0,0.0,0.0,26.02,1.47,0.0
20150727:0309,0.0,0.0,0.0,0.0,25.71,1.59,0.0
20150727:0409,10.0,48.0,0.0,7.66,26.32,1.29,0.0
20150727:0509,119.0,121.0,0.0,19.12,26.93,0.99,0.0
20150727:0609,301.0,146.0,0.0,30.88,27.53,0.69,0.0
20150727:0709,473.0,161.0,0.0,42.67,27.93,0.81,0.0
20150727:0809,639.0,157.0,0.0,54.1,28.34,0.93,0.0
20150727:0909,738.0,164.0,0.0,64.26,28.74,1.05,0.0
20150727:1009,772.0,176.0,0.0,70.74,29.15,1.72,0.0
20150727:1109,764.0,175.0,0.0,69.51,29.57,2.39,0.0
20150727:1209,702.0,171.0,0.0,61.57,29.98,3.06,0.0
20150727:1309,592.0,162.0,0.0,50.89,29.75,3.22,0.0
20150727:1409,447.0,146.0,0.0,39.31,29.52,3.37,0.0
20150727:1509,274.0,127.0,0.0,27.49,29.29,3.53,0.0
20150727:1609,120.0,87.0,0.0,15.79,28.99,2.83,0.0
20150727:1709,11.0,23.23,0.0,4.47,28.69,2.12,0.0
20150727:1809,0.0,0.0,0.0,0.0,28.39,1.42,0.0
20150727:1909,0.0,0.0,0.0,0.0,28.1,1.26,0.0
20150727:2009,0.0,0.0,0.0,0.0,27.81,1.11,0.0
20150727:2109,0.0,0.0,0.0,0.0,27.52,0.95,0.0
20150727:2209,0.0,0.0,0.0,0.0,27.33,0.99,0.0
20150727:2309,0.0,0.0,0.0,0.0,27.13,1.03,0.0
20150728:0009,0.0,0.0,0.0,0.0,26.94,1.08,0.0
20150728:0109,0.0,0.0,0.0,0.0,26.56,1.12,0.0
20150728:0209,0.0,0.0,0.0,0.0,26.18,1.17,0.0
20150728:0309,0.0,0.0,0.0,0.0,25.8,1.21,0.0
20150728:0409,6.0,44.0,0.0,7.52,26.27,0.94,0.0
20150728:0509,118.0,120.0,0.0,18.99,26.73,0.66,0.0
20150728:0609,306.0,142.0,0.0,30.76,27.19,0.39,0.0
20150728:0709,480.0,156.0,0.0,42.55,28.53,0.86,0.0
20150728:0809,648.0,150.0,0.0,53.95,29.86,1.32,0.0
20150728:0909,736.0,164.0,0.0,64.09,31.2,1.79,0.0
20150728:1009,813.0,148.0,0.0,70.52,31.06,2.3,0.0
20150728:1109,819.0,138.0,0.0,69.3,30.91,2.81,0.0
20150728:1209,765.0,129.0,0.0,61.41,30.77,3.32,0.0
20150728:1309,602.0,154.0,0.0,50.76,30.58,3.34,0.0
20150728:1409,454.0,140.0,0.0,39.18,30.39,3.35,0.0
20150728:1509,282.0,121.0,0.0,27.36,30.19,3.37,0.0
20150728:1609,121.0,85.0,0.0,15.66,29.76,2.57,0.0
20150728:1709,11.0,23.14,0.0,4.32,29.33,1.77,0.0
20150728:1809,0.0,0.0,0.0,0.0,28.9,0.98,0.0
20150728:1909,0.0,0.0,0.0,0.0,28.45,0.9,0.0
20150728:2009,0.0,0.0,0.0,0.0,28.0,0.82,0.0
20150728:2109,0.0,0.0,0.0,0.0,27.55,0.74,0.0
20150728:2209,0.0,0.0,0.0,0.0,27.35,0.91,0.0
20150728:2309,0.0,0.0,0.0,0.0,27.14,1.07,0.0
20150729:0009,0.0,0.0,0.0,0.0,26.94,1.23,0.0
20150729:0109,0.0,0.0,0.0,0.0,26.52,1.33,0.0
20150729:0209,0.0,0.0,0.0,0.0,26.1,1.43,0.0
20150729:0309,0.0,0.0,0.0,0.0,25.68,1.53,0.0
20150729:0409,10.0,46.0,0.0,7.38,26.44,1.28,0.0
20150729:0509,127.0,114.0,0.0,18.86,27.19,1.03,0.0
20150729:0609,310.0,138.0,0.0,30.63,27.94,0.79,0.0
20150729:0709,479.0,155.0,0.0,42.42,28.8,0.75,0.0
20150729:0809,625.0,164.0,0.0,53.81,29.65,0.72,0.0
20150729:0909,735.0,164.0,0.0,63.91,30.51,0.69,0.0
20150729:1009,770.0,175.0,0.0,70.29,30.75,1.25,0.0
20150729:1109,748.0,184.0,0.0,69.08,30.99,1.8,0.0
20150729:1209,700.0,170.0,0.0,61.23,31.23,2.36,0.0
20150729:1309,590.0,160.0,0.0,50.61,30.97,2.45,0.0
20150729:1409,444.0,145.0,0.0,39.05,30.7,2.54,0.0
20150729:1509,271.0,126.0,0.0,27.23,30.43,2.63,0.0
20150729:1609,119.0,85.0,0.0,15.52,30.03,2.09,0.0
20150729:1709,10.0,21.51,0.0,4.17,29.62,1.54,0.0
20150729:1809,0.0,0.0,0.0,0.0,29.21,0.99,0.0
20150729:1909,0.0,0.0,0.0,0.0,28.83,0.98,0.0
20150729:2009,0.0,0.0,0.0,0.0,28.46,0.97,0.0
20150729:2109,0.0,0.0,0.0,0.0,28.08,0.95,0.0
20150729:2209,0.0,0.0,0.0,0.0,27.86,1.04,0.0
20150729:2309,0.0,0.0,0.0,0.0,27.64,1.13,0.0
20150730:0009,0.0,0.0,0.0,0.0,27.42,1.21,0.0
20150730:0109,0.0,0.0,0.0,0.0,27.06,1.34,0.0
20150730:0209,0.0,0.0,0.0,0.0,26.7,1.46,0.0
20150730:0309,0.0,0.0,0.0,0.0,26.33,1.59,0.0
20150730:0409,0.0,46.0,0.0,7.24,27.04,1.34,0.0
20150730:0509,152.0,101.0,0.0,18.73,27.75,1.09,0.0
20150730:0609,337.0,121.0,0.0,30.51,28.46,0.84,0.0
20150730:0709,486.0,150.0,0.0,42.29,29.42,1.19,0.0
20150730:0809,634.0,157.0,0.0,53.66,30.37,1.54,0.0
20150730:0909,734.0,163.0,0.0,63.73,31.33,1.89,0.0
20150730:1009,768.0,176.0,0.0,70.06,31.46,2.49,0.0
20150730:1109,760.0,175.0,0.0,68.86,31.58,3.09,0.0
20150730:1209,698.0,170.0,0.0,61.05,31.71,3.7,0.0
20150730:1309,588.0,161.0,0.0,50.46,31.41,3.61,0.0
20150730:1409,434.0,150.0,0.0,38.91,31.11,3.52,0.0
20150730:1509,269.0,126.0,0.0,27.09,30.81,3.43,0.0
20150730:1609,115.0,86.0,0.0,15.38,30.5,2.71,0.0
20150730:1709,9.0,20.77,0.0,4.02,30.19,1.99,0.0
20150730:1809,0.0,0.0,0.0,0.0,29.88,1.27,0.0
20150730:1909,0.0,0.0,0.0,0.0,29.54,1.2,0.0
20150730:2009,0.0,0.0,0.0,0.0,29.2,1.14,0.0
20150730:2109,0.0,0.0,0.0,0.0,28.86,1.08,0.0
20150730:2209,0.0,0.0,0.0,0.0,28.68,1.12,0.0
20150730:2309,0.0,0.0,0.0,0.0,28.5,1.16,0.0
20150731:0009,0.0,0.0,0.0,0.0,28.32,1.2,0.0
20150731:0109,0.0,0.0,0.0,0.0,27.95,1.24,0.0
20150731:0209,0.0,0.0,0.0,0.0,27.58,1.27,0.0
20150731:0309,0.0,0.0,0.0,0.0,27.21,1.31,0.0
20150731:0409,0.0,42.0,0.0,7.1,27.8,1.25,0.0
20150731:0509,124.0,113.0,0.0,18.6,28.38,1.19,0.0
20150731:0609,301.0,141.0,0.0,30.38,28.96,1.13,0.0
20150731:0709,467.0,161.0,0.0,42.16,29.7,1.19,0.0
20150731:0809,611.0,170.0,0.0,53.52,30.44,1.24,0.0
20150731:0909,732.0,164.0,0.0,63.54,31.18,1.3,0.0
20150731:1009,781.0,166.0,0.0,69.83,31.47,1.87,0.0
20150731:1109,786.0,157.0,0.0,68.63,31.76,2.45,0.0
20150731:1209,709.0,162.0,0.0,60.87,32.05,3.02,0.0
20150731:1309,576.0,167.0,0.0,50.3,31.75,3.03,0.0
20150731:1409,425.0,154.0,0.0,38.76,31.45,3.03,0.0
20150731:1509,213.0,155.0,0.0,26.95,31.14,3.03,0.0
20150731:1609,15.0,104.0,0.0,15.23,30.73,2.58,0.0
20150731:1709,1.0,15.82,0.0,3.86,30.32,2.13,0.0
20150731:1809,0.0,0.0,0.0,0.0,29.9,1.68,0.0
20150731:1909,0.0,0.0,0.0,0.0,29.41,1.46,0.0
20150731:2009,0.0,0.0,0.0,0.0,28.93,1.24,0.0
20150731:2109,0.0,0.0,0.0,0.0,28.44,1.02,0.0
20150731:2209,0.0,0.0,0.0,0.0,28.26,1.54,0.0
20150731:2309,0.0,0.0,0.0,0.0,28.08,2.07,0.0
20150801:0009,0.0,0.0,0.0,0.0,27.9,2.59,0.0
20150801:0109,0.0,0.0,0.0,0.0,27.5,3.21,0.0
20150801:0209,0.0,0.0,0.0,0.0,27.09,3.83,0.0
20150801:0309,0.0,0.0,0.0,0.0,26.69,4.44,0.0
20150801:0409,0.0,42.0,0.0,6.96,27.43,5.05,0.0
20150801:0509,145.0,100.0,0.0,18.47,28.17,5.66,0.0
20150801:0609,326.0,122.0,0.0,30.25,28.9,6.26,0.0
20150801:0709,498.0,136.0,0.0,42.02,29.4,6.69,0.0
20150801:0809,640.0,146.0,0.0,53.37,29.89,7.12,0.0
20150801:0909,767.0,135.0,0.0,63.35,30.38,7.54,0.0
20150801:1009,832.01,126.0,0.0,69.59,30.45,7.17,0.0
20150801:1109,809.01,136.0,0.0,68.39,30.52,6.79,0.0
20150801:1209,782.0,108.0,0.0,60.68,30.58,6.41,0.0
20150801:1309,680.0,94.0,0.0,50.14,30.55,6.1,0.0
20150801:1409,477.0,117.0,0.0,38.61,30.52,5.78,0.0
20150801:1509,294.0,106.0,0.0,26.8,30.48,5.46,0.0
20150801:1609,126.0,76.0,0.0,15.07,30.15,5.26,0.0
20150801:1709,0.0,3.0,0.0,3.7,29.82,5.07,0.0
20150801:1809,0.0,0.0,0.0,0.0,29.5,4.87,0.0
20150801:1909,0.0,0.0,0.0,0.0,28.98,4.9,0.0
20150801:2009,0.0,0.0,0.0,0.0,28.46,4.93,0.0
20150801:2109,0.0,0.0,0.0,0.0,27.94,4.97,0.0
20150801:2209,0.0,0.0,0.0,0.0,27.69,4.78,0.0
20150801:2309,0.0,0.0,0.0,0.0,27.44,4.6,0.0
20150802:0009,0.0,0.0,0.0,0.0,27.2,4.41,0.0
20150802:0109,0.0,0.0,0.0,0.0,26.83,4.51,0.0
20150802:0209,0.0,0.0,0.0,0.0,26.46,4.6,0.0
20150802:0309,0.0,0.0,0.0,0.0,26.09,4.69,0.0
20150802:0409,0.0,41.0,0.0,6.82,26.64,5.2,0.0
20150802:0509,146.0,98.0,0.0,18.34,27.18,5.72,0.0
20150802:0609,330.0,119.0,0.0,30.12,27.72,6.23,0.0
20150802:0709,505.0,131.0,0.0,41.89,27.85,6.41,0.0
20150802:0809,649.0,140.0,0.0,53.21,27.98,6.59,0.0
20150802:0909,752.0,144.0,0.0,63.16,28.1,6.77,0.0
20150802:1009,830.01,127.0,0.0,69.34,28.31,6.76,0.0
20150802:1109,822.01,126.0,0.0,68.15,28.52,6.74,0.0
20150802:1209,767.0,117.0,0.0,60.48,28.72,6.73,0.0
20150802:1309,667.0,101.0,0.0,49.97,28.71,6.47,0.0
20150802:1409,475.0,117.0,0.0,38.46,28.71,6.22,0.0
20150802:1509,291.0,106.0,0.0,26.65,28.7,5.96,0.0
20150802:1609,124.0,75.0,0.0,14.91,28.4,5.37,0.0
20150802:1709,0.0,3.0,0.0,3.53,28.1,4.78,0.0
20150802:1809,0.0,0.0,0.0,0.0,27.81,4.19,0.0
20150802:1909,0.0,0.0,0.0,0.0,27.52,4.24,0.0
20150802:2009,0.0,0.0,0.0,0.0,27.23,4.29,0.0
20150802:2109,0.0,0.0,0.0,0.0,26.94,4.34,0.0
20150802:2209,0.0,0.0,0.0,0.0,26.83,4.35,0.0
20150802:2309,0.0,0.0,0.0,0.0,26.72,4.35,0.0
20150803:0009,0.0,0.0,0.0,0.0,26.62,4.36,0.0
20150803:0109,0.0,0.0,0.0,0.0,26.18,4.17,0.0
20150803:0209,0.0,0.0,0.0,0.0,25.74,3.98,0.0
20150803:0309,0.0,0.0,0.0,0.0,25.3,3.79,0.0
20150803:0409,0.0,37.0,0.0,6.67,25.95,4.14,0.0
20150803:0509,161.0,89.0,0.0,18.2,26.6,4.48,0.0
20150803:0609,328.0,119.0,0.0,29.99,27.25,4.83,0.0
20150803:0709,494.0,137.0,0.0,41.75,27.82,4.94,0.0
20150803:0809,648.0,139.0,0.0,53.06,28.39,5.06,0.0
20150803:0909,751.0,143.0,0.0,62.97,28.95,5.17,0.0
20150803:1009,801.01,144.0,0.0,69.09,29.14,5.37,0.0
20150803:1109,834.01,117.0,0.0,67.9,29.33,5.57,0.0
20150803:1209,765.0,117.0,0.0,60.28,29.51,5.77,0.0
20150803:1309,665.0,101.0,0.0,49.8,29.51,5.38,0.0
20150803:1409,473.0,116.0,0.0,38.29,29.51,5.0,0.0
20150803:1509,294.0,103.0,0.0,26.49,29.51,4.62,0.0
20150803:1609,122.0,75.0,0.0,14.75,29.13,4.06,0.0
20150803:1709,0.0,3.0,0.0,3.35,28.74,3.51,0.0
20150803:1809,0.0,0.0,0.0,0.0,28.36,2.95,0.0
20150803:1909,0.0,0.0,0.0,0.0,27.74,2.77,0.0
20150803:2009,0.0,0.0,0.0,0.0,27.13,2.59,0.0
20150803:2109,0.0,0.0,0.0,0.0,26.52,2.41,0.0
20150803:2209,0.0,0.0,0.0,0.0,26.39,2.7,0.0
20150803:2309,0.0,0.0,0.0,0.0,26.26,2.99,0.0
20150804:0009,0.0,0.0,0.0,0.0,26.13,3.28,0.0
20150804:0109,0.0,0.0,0.0,0.0,25.87,3.02,0.0
20150804:0209,0.0,0.0,0.0,0.0,25.62,2.76,0.0
20150804:0309,0.0,0.0,0.0,0.0,25.37,2.5,0.0
20150804:0409,0.0,36.0,0.0,6.53,26.09,2.91,0.0
20150804:0509,168.0,83.0,0.0,18.07,26.81,3.32,0.0
20150804:0609,338.0,111.0,0.0,29.86,27.52,3.74,0.0
20150804:0709,501.0,131.0,0.0,41.62,28.13,3.88,0.0
20150804:0809,635.0,146.0,0.0,52.9,28.73,4.02,0.0
20150804:0909,602.0,236.0,0.0,62.77,29.33,4.17,0.0
20150804:1009,745.0,180.0,0.0,68.84,29.3,3.52,0.0
20150804:1109,777.01,153.0,0.0,67.65,29.27,2.87,0.0
20150804:1209,776.0,108.0,0.0,60.07,29.23,2.22,0.0
20150804:1309,640.0,117.0,0.0,49.62,29.18,1.72,0.0
20150804:1409,462.0,122.0,0.0,38.13,29.13,1.22,0.0
20150804:1509,272.0,114.0,0.0,26.33,29.07,0.72,0.0
20150804:1609,112.0,78.0,0.0,14.58,28.86,0.65,0.0
20150804:1709,0.0,3.0,0.0,3.17,28.65,0.59,0.0
20150804:1809,0.0,0.0,0.0,0.0,28.45,0.52,0.0
20150804:1909,0.0,0.0,0.0,0.0,28.0,0.83,0.0
20150804:2009,0.0,0.0,0.0,0.0,27.56,1.14,0.0
20150804:2109,0.0,0.0,0.0,0.0,27.12,1.45,0.0
20150804:2209,0.0,0.0,0.0,0.0,26.96,1.59,0.0
20150804:2309,0.0,0.0,0.0,0.0,26.8,1.73,0.0
20150805:0009,0.0,0.0,0.0,0.0,26.65,1.88,0.0
20150805:0109,0.0,0.0,0.0,0.0,26.14,1.97,0.0
20150805:0209,0.0,0.0,0.0,0.0,25.63,2.06,0.0
20150805:0309,0.0,0.0,0.0,0.0,25.12,2.15,0.0
20150805:0409,0.0,39.0,0.0,6.38,26.04,2.82,0.0
20150805:0509,0.0,22.0,0.0,17.93,26.96,3.49,0.0
20150805:0609,308.0,128.0,0.0,29.73,27.88,4.17,0.0
20150805:0709,491.0,136.0,0.0,41.48,28.47,4.38,0.0
20150805:0809,633.0,147.0,0.0,52.74,29.05,4.6,0.0
20150805:0909,748.0,143.0,0.0,62.57,29.63,4.81,0.0
20150805:1009,798.01,144.0,0.0,68.58,29.17,4.94,0.0
20150805:1109,817.01,126.0,0.0,67.39,28.71,5.07,0.0
20150805:1209,774.0,108.0,0.0,59.85,28.24,5.2,0.0
20150805:1309,649.0,109.0,0.0,49.43,28.3,4.54,0.0
20150805:1409,468.0,117.0,0.0,37.96,28.36,3.88,0.0
20150805:1509,285.0,104.0,0.0,26.16,28.42,3.21,0.0
20150805:1609,118.0,73.0,0.0,14.41,28.22,2.79,0.0
20150805:1709,0.0,3.0,0.0,2.99,28.02,2.36,0.0
20150805:1809,0.0,0.0,0.0,0.0,27.83,1.93,0.0
20150805:1909,0.0,0.0,0.0,0.0,27.49,2.67,0.0
20150805:2009,0.0,0.0,0.0,0.0,27.15,3.4,0.0
20150805:2109,0.0,0.0,0.0,0.0,26.82,4.14,0.0
20150805:2209,0.0,0.0,0.0,0.0,26.57,4.0,0.0
20150805:2309,0.0,0.0,0.0,0.0,26.33,3.86,0.0
20150806:0009,0.0,0.0,0.0,0.0,26.09,3.72,0.0
20150806:0109,0.0,0.0,0.0,0.0,25.89,3.85,0.0
20150806:0209,0.0,0.0,0.0,0.0,25.7,3.97,0.0
20150806:0309,0.0,0.0,0.0,0.0,25.5,4.1,0.0
20150806:0409,0.0,38.0,0.0,6.24,26.15,4.63,0.0
20150806:0509,140.0,96.0,0.0,17.8,26.79,5.15,0.0
20150806:0609,323.0,117.0,0.0,29.59,27.43,5.68,0.0
20150806:0709,489.0,136.0,0.0,41.34,27.8,6.42,0.0
20150806:0809,632.0,146.0,0.0,52.58,28.17,7.16,0.0
20150806:0909,746.0,143.0,0.0,62.36,28.54,7.9,0.0
20150806:1009,810.01,135.0,0.0,68.32,28.78,7.72,0.0
20150806:1109,801.01,135.0,0.0,67.13,29.02,7.54,0.0
20150806:1209,546.0,251.0,0.0,59.63,29.25,7.37,0.0
20150806:1309,440.0,237.0,0.0,49.24,29.07,6.93,0.0
20150806:1409,458.0,121.0,0.0,37.78,28.89,6.5,0.0
20150806:1509,277.0,108.0,0.0,25.98,28.7,6.07,0.0
20150806:1609,115.0,74.0,0.0,14.23,28.39,5.52,0.0
20150806:1709,0.0,2.0,0.0,2.8,28.07,4.97,0.0
20150806:1809,0.0,0.0,0.0,0.0,27.76,4.41,0.0
20150806:1909,0.0,0.0,0.0,0.0,27.36,4.51,0.0
20150806:2009,0.0,0.0,0.0,0.0,26.96,4.6,0.0
20150806:2109,0.0,0.0,0.0,0.0,26.57,4.69,0.0
20150806:2209,0.0,0.0,0.0,0.0,26.35,4.76,0.0
20150806:2309,0.0,0.0,0.0,0.0,26.13,4.84,0.0
20150807:0009,0.0,0.0,0.0,0.0,25.91,4.91,0.0
20150807:0109,0.0,0.0,0.0,0.0,25.81,5.02,0.0
20150807:0209,0.0,0.0,0.0,0.0,25.71,5.12,0.0
20150807:0309,0.0,0.0,0.0,0.0,25.61,5.23,0.0
20150807:0409,0.0,36.0,0.0,6.09,26.1,5.81,0.0
20150807:0509,138.0,96.0,0.0,17.66,26.59,6.39,0.0
20150807:0609,304.0,128.0,0.0,29.46,27.08,6.97,0.0
20150807:0709,487.0,136.0,0.0,41.2,27.48,6.74,0.0
20150807:0809,608.0,160.0,0.0,52.42,27.88,6.51,0.0
20150807:0909,199.0,423.0,0.0,62.15,28.28,6.29,0.0
20150807:1009,26.0,405.0,0.0,68.06,28.27,5.89,0.0
20150807:1109,1.0,300.0,0.0,66.86,28.26,5.48,0.0
20150807:1209,0.0,83.0,0.0,59.41,28.24,5.08,0.0
20150807:1309,68.0,357.0,0.0,49.05,27.7,4.63,0.0
20150807:1409,455.0,121.0,0.0,37.6,27.16,4.17,0.0
20150807:1509,270.0,110.0,0.0,25.8,26.62,3.72,0.0
20150807:1609,79.0,89.0,0.0,14.04,26.08,4.1,0.0
20150807:1709,0.0,2.0,0.0,2.6,25.54,4.48,0.0
20150807:1809,0.0,0.0,0.0,0.0,25.01,4.86,0.0
20150807:1909,0.0,0.0,0.0,0.0,24.72,4.63,0.0
20150807:2009,0.0,0.0,0.0,0.0,24.44,4.4,0.0
20150807:2109,0.0,0.0,0.0,0.0,24.16,4.17,0.0
20150807:2209,0.0,0.0,0.0,0.0,24.11,4.62,0.0
20150807:2309,0.0,0.0,0.0,0.0,24.07,5.08,0.0
20150808:0009,0.0,0.0,0.0,0.0,24.03,5.53,0.0
20150808:0109,0.0,0.0,0.0,0.0,23.92,5.51,0.0
20150808:0209,0.0,0.0,0.0,0.0,23.82,5.49,0.0
20150808:0309,0.0,0.0,0.0,0.0,23.72,5.46,0.0
20150808:0409,0.0,37.0,0.0,5.94,24.18,5.87,0.0
20150808:0509,113.0,106.0,0.0,17.52,24.63,6.28,0.0
20150808:0609,302.0,127.0,0.0,29.32,25.08,6.69,0.0
20150808:0709,477.0,141.0,0.0,41.05,25.33,6.75,0.0
20150808:0809,639.0,139.0,0.0,52.25,25.58,6.81,0.0
20150808:0909,717.0,160.0,0.0,61.94,25.83,6.87,0.0
20150808:1009,699.0,205.0,0.0,67.79,26.07,7.04,0.0
20150808:1109,797.01,136.0,0.0,66.59,26.3,7.22,0.0
20150808:1209,644.0,189.0,0.0,59.17,26.53,7.39,0.0
20150808:1309,621.0,123.0,0.0,48.84,26.6,6.84,0.0
20150808:1409,501.0,90.0,0.0,37.41,26.68,6.28,0.0
20150808:1509,277.0,104.0,0.0,25.62,26.75,5.72,0.0
20150808:1609,53.0,95.0,0.0,13.85,26.68,5.17,0.0
20150808:1709,0.0,2.0,0.0,2.4,26.61,4.62,0.0
20150808:1809,0.0,0.0,0.0,0.0,26.55,4.07,0.0
20150808:1909,0.0,0.0,0.0,0.0,26.24,4.09,0.0
20150808:2009,0.0,0.0,0.0,0.0,25.93,4.11,0.0
20150808:2109,0.0,0.0,0.0,0.0,25.63,4.14,0.0
20150808:2209,0.0,0.0,0.0,0.0,25.53,4.25,0.0
20150808:2309,0.0,0.0,0.0,0.0,25.43,4.37,0.0
20150809:0009,0.0,0.0,0.0,0.0,25.34,4.48,0.0
20150809:0109,0.0,0.0,0.0,0.0,25.02,4.33,0.0
20150809:0209,0.0,0.0,0.0,0.0,24.71,4.18,0.0
20150809:0309,0.0,0.0,0.0,0.0,24.4,4.03,0.0
20150809:0409,0.0,33.0,0.0,5.79,24.9,4.31,0.0
20150809:0509,118.0,103.0,0.0,17.38,25.4,4.6,0.0
20150809:0609,312.0,120.0,0.0,29.19,25.9,4.88,0.0
20150809:0709,467.0,146.0,0.0,40.91,25.82,4.91,0.0
20150809:0809,394.0,283.0,0.0,52.09,25.74,4.94,0.0
20150809:0909,478.0,302.0,0.0,61.73,25.66,4.97,0.0
20150809:1009,553.0,292.0,0.0,67.51,25.96,5.08,0.0
20150809:1109,569.0,277.0,0.0,66.31,26.26,5.19,0.0
20150809:1209,678.0,166.0,0.0,58.93,26.55,5.3,0.0
20150809:1309,353.0,279.0,0.0,48.64,26.21,4.82,0.0
20150809:1409,427.0,135.0,0.0,37.22,25.87,4.34,0.0
20150809:1509,299.0,88.0,0.0,25.43,25.52,3.86,0.0
20150809:1609,10.0,90.0,0.0,13.66,25.43,2.9,0.0
20150809:1709,0.0,2.0,0.0,2.2,25.34,1.94,0.0
20150809:1809,0.0,0.0,0.0,0.0,25.25,0.98,0.0
20150809:1909,0.0,0.0,0.0,0.0,24.99,1.23,0.0
20150809:2009,0.0,0.0,0.0,0.0,24.74,1.48,0.0
20150809:2109,0.0,0.0,0.0,0.0,24.49,1.72,0.0
20150809:2209,0.0,0.0,0.0,0.0,24.47,1.85,0.0
20150809:2309,0.0,0.0,0.0,0.0,24.45,1.97,0.0
20150810:0009,0.0,0.0,0.0,0.0,24.43,2.1,0.0
20150810:0109,0.0,0.0,0.0,0.0,24.08,2.06,0.0
20150810:0209,0.0,0.0,0.0,0.0,23.74,2.02,0.0
20150810:0309,0.0,0.0,0.0,0.0,23.39,1.99,0.0
20150810:0409,0.0,33.0,0.0,5.64,24.25,2.01,0.0
20150810:0509,108.0,106.0,0.0,17.24,25.11,2.04,0.0
20150810:0609,273.0,141.0,0.0,29.05,25.97,2.07,0.0
20150810:0709,323.0,228.0,0.0,40.76,26.64,2.13,0.0
20150810:0809,368.0,296.0,0.0,51.92,27.3,2.19,0.0
